pl_name,hostname,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_radj,pl_eqt,st_mass,st_rad,st_teff,sy_dist,disc_year
"Kepler-290 b","Kepler-290",14.58934700000,0.1100000000,,,,0.20100000,,,0.743000,5147.00,694.62700000,2014
"TOI-4201 b","TOI-4201",3.58191940000,0.0400000000,0.041000,88.00000,2.48000000,1.22000000,725.00,0.610000,0.630000,3794.00,189.01100000,2023
"Kepler-292 d","Kepler-292",7.05567900000,0.0680000000,,,,0.19900000,,,0.826000,5299.00,1056.48000000,2014
"TOI-4214 b","TOI-4214",3.49138850000,0.0501800000,0.170000,85.77000,0.52000000,0.95300000,1642.00,1.382000,1.434000,6370.00,346.88100000,2025
"Kepler-294 b","Kepler-294",3.70121200000,0.0480000000,,,,0.15800000,,,0.976000,5913.00,1357.01000000,2014
"Kepler-296 d","Kepler-296",19.85029100000,0.1180000000,0.330000,,,0.18645731,,0.498000,0.480000,3740.00,,2014
"Kepler-297 c","Kepler-297",74.92013700000,0.3360000000,,,,0.58300000,,,0.915000,5619.00,692.14000000,2014
"Kepler-1669 b","Kepler-1669",9.51216000000,,,,,0.24805408,,0.670000,0.714145,4303.00,543.44400000,2020
"Kepler-302 b","Kepler-302",30.18410400000,0.1930000000,,,,0.36200000,,,1.220000,5740.00,1402.58000000,2014
"Kepler-306 b","Kepler-306",4.64618600000,0.0500000000,,,,0.13600000,,,0.719000,4954.00,775.67900000,2014
"NGTS-24 b","NGTS-24",3.46787960000,0.0479000000,0.000000,82.61000,0.52000000,1.21400000,1499.00,1.260000,1.640000,5820.00,683.06200000,2022
"Kepler-84 c","Kepler-84",12.88300000000,,,,,0.21100000,,1.000000,1.430000,,1023.90000000,2012
"Kepler-509 b","Kepler-509",41.74600392000,,,,,0.22214292,,1.100000,1.200000,6060.00,332.44300000,2016
"Kepler-1756 b","Kepler-1756",2.35575008400,,,,,0.13132322,,0.781000,0.812000,4915.00,,2021
"Kepler-309 c","Kepler-309",105.35638300000,0.4010000000,,,,0.22400000,,,0.721000,4713.00,544.56800000,2014
"LP 890-9 b","LP 890-9",2.72990250000,0.0187500000,,89.67000,0.04153184,0.11776272,396.00,0.118000,0.155600,2850.00,32.42980000,2022
"TOI-4308 b","TOI-4308",9.15120100000,,,89.07000,,0.21580018,763.05,0.900000,0.793400,5243.00,108.93200000,2023
"Kepler-65 b","Kepler-65",2.15491000000,0.0350000000,,,,0.12700000,,1.250000,1.410000,6211.00,303.72800000,2012
"Kepler-466 c","Kepler-466",3.70921384600,,,,,0.11151753,,1.040000,1.050000,5927.00,530.12200000,2016
"Kepler-23 d","Kepler-23",15.27000000000,,0.010000,,0.01396980,0.19680648,,1.078000,1.548000,5828.00,835.75600000,2014
"TOI-4336 A b","TOI-4336 A",16.33635100000,0.0849000000,0.000000,89.49200,0.01047735,0.19065070,309.40,0.306000,0.326000,3307.00,22.54550000,2024
"Kepler-119 c","Kepler-119",4.12510300000,0.0490000000,,,,0.08200000,,,0.839000,5595.00,701.99600000,2014
"TOI-4342 b","TOI-4342",5.53825920000,0.0519000000,0.000000,88.83000,0.02296837,0.20777982,639.00,0.587000,0.598000,3866.00,61.52040000,2023
"TOI-4342 c","TOI-4342",10.68866200000,0.0804000000,0.000000,89.61000,0.01510249,0.20956410,514.00,0.587000,0.598000,3866.00,61.52040000,2023
"Kepler-121 c","Kepler-121",41.00801100000,0.2160000000,,,,0.20300000,,,0.701000,5311.00,510.52300000,2014
"Kepler-449 c","Kepler-449",33.67270000000,,0.050000,,,0.24658756,,,,5649.18,241.94900000,2015
"TOI-4364 b","TOI-4364",5.42401900000,0.0475300000,0.290000,88.68000,,0.17932050,488.00,0.487000,0.468400,3528.00,43.96620000,2025
"Kepler-450 c","Kepler-450",15.41313500000,,0.020000,,,0.23374074,,1.190000,1.641620,6197.21,455.98200000,2015
"Kepler-130 b","Kepler-130",8.45745800000,0.0790000000,,,,0.09100000,,,1.127000,5884.00,316.66300000,2014
"TOI-4377 b","TOI-4377",4.37808100000,0.0579000000,0.045000,80.30000,0.95700000,1.34800000,,1.360000,3.520000,4974.00,455.82000000,2023
"TOI-4379 b","TOI-4379",3.25352000000,,0.018000,,1.11300000,1.48900000,,1.372000,1.976000,6020.00,645.15800000,2024
"Kepler-1663 b","Kepler-1663",17.60460000000,,,,,0.29475948,,0.610816,0.628590,3844.00,337.92600000,2020
"Kepler-133 b","Kepler-133",8.12997600000,0.0830000000,,,,0.15700000,,,1.425000,5736.00,653.60000000,2014
"Kepler-529 c","Kepler-529",12.83450220000,,,,,0.17842805,,1.070000,1.140000,6087.00,799.00800000,2016
"TOI-4406 b","TOI-4406",30.08364000000,0.2010000000,0.150000,88.48000,0.30000000,1.00000000,904.00,1.190000,1.290000,6219.00,261.83400000,2023
"Kepler-149 d","Kepler-149",160.01803200000,0.5710000000,,,,0.35300000,,,0.953000,5381.00,571.03400000,2014
"Kepler-152 c","Kepler-152",88.25505500000,0.3560000000,,,,0.21300000,,,0.724000,5088.00,441.09000000,2014
"Kepler-153 c","Kepler-153",46.90232000000,0.2370000000,,,,0.22600000,,,0.892000,5404.00,459.36800000,2014
"TOI-4438 b","TOI-4438",7.44628000000,0.0534000000,0.140000,89.34000,0.01699030,0.22481973,435.00,0.368000,0.372000,3422.00,30.03460000,2024
"TOI-4443.01","TOI-4443",1.84985670000,0.0299626450,,,,0.15322184,1638.82,1.049133,1.017330,5834.00,56.07390000,2024
"Kepler-553 c","Kepler-553",328.24017000000,0.8980000000,0.346000,89.83140,6.70000000,1.03300000,251.00,0.889000,0.902000,5191.00,728.52500000,2016
"Kepler-157 b","Kepler-157",1.73234200000,0.0280000000,,,,0.11800000,,,1.044000,5774.00,773.71300000,2014
"TOI-4463 A b","TOI-4463 A",2.88071980000,0.0403600000,0.000000,83.82000,0.79400000,1.18300000,1395.00,1.056000,1.062000,5640.00,173.11700000,2023
"TOI-4465 b","TOI-4465",101.94054000000,0.4160000000,0.240000,89.95000,5.89000000,1.25000000,427.00,0.930000,1.014000,5545.00,121.13900000,2025
"TOI-4487 A b","TOI-4487 A",3.95407090000,0.0544800000,0.083000,86.85000,1.25000000,1.30300000,1639.00,1.378000,1.634000,6206.00,479.14500000,2025
"Ross 176 b","Ross 176",5.00663380000,0.0464000000,0.250000,89.42000,0.01437883,0.16415409,682.00,0.577000,0.569000,4041.00,46.44880000,2025
"Kepler-160 b","Kepler-160",4.30939700000,0.0551100000,,,,0.15300205,,,1.118000,5471.00,937.01300000,2014
"TOI-4495 c","TOI-4495",5.18553000000,0.0632300000,0.023000,86.80000,0.07299536,0.35953314,1365.00,1.247000,1.309000,6210.00,132.21400000,2024
"TOI-4495 b","TOI-4495",2.56699000000,0.0395700000,0.078000,87.80000,0.02422691,0.22151880,1735.00,1.247000,1.309000,6210.00,132.21400000,2026
"Kepler-162 b","Kepler-162",6.91979800000,0.0690000000,,,,0.11200000,,,0.958000,5816.00,855.64100000,2014
"TOI-4504 c","TOI-4504",82.97213000000,0.3569000000,0.032000,89.69000,3.76720000,0.99000000,,0.890000,0.920000,5315.00,342.60500000,2024
"TOI-4504 b","TOI-4504",2.42614000000,0.0339200000,0.000000,87.40000,,0.24007535,,0.890000,0.920000,5315.00,342.60500000,2024
"TOI-4507 b","TOI-4507",104.61611000000,0.4560000000,0.090000,89.93000,0.06292704,0.73155626,,1.110000,1.040000,6260.00,178.26000000,2025
"Kepler-164 d","Kepler-164",28.98676900000,0.1870000000,,,,0.21900000,,,1.148000,5888.00,890.75800000,2014
"TOI-4515 b","TOI-4515",15.26644600000,0.1180000000,0.461000,87.95400,2.00500000,1.08600000,705.00,0.949000,0.860000,5433.00,193.49900000,2024
"HD 20329 b","HD 20329",0.92611800000,0.0180000000,0.000000,76.01000,0.02334593,0.15344839,2141.00,0.900000,1.130000,5596.00,63.67960000,2022
"TOI-4529 b","TOI-4529",5.87957700000,,,88.70000,0.01541712,0.15790910,511.00,0.482000,0.480000,3697.00,28.38400000,2026
"Kepler-167 e","Kepler-167",1071.23205000000,1.8830000000,0.290000,89.97200,1.01000000,0.90641605,134.40,0.777000,0.749000,4884.00,341.90800000,2016
"TOI-4551 b","TOI-4551",9.95581000000,0.0994000000,0.101000,86.90000,1.49000000,1.05800000,,1.310000,3.550000,4896.00,215.98600000,2023
"TOI-4552 b","TOI-4552",0.30110032000,0.0056255000,0.000000,87.77000,0.00575782,0.09902774,1122.00,0.261900,0.286900,3258.00,27.26840000,2026
"Kepler-168 b","Kepler-168",4.42539100000,0.0560000000,,,,0.13000000,,,1.107000,6282.00,1343.60000000,2014
"TOI-4559 b","TOI-4559",3.96599100000,0.0359000000,,88.64000,,0.12623806,554.16,0.392000,0.374000,3558.00,31.63540000,2024
"TOI-4562 b","TOI-4562",225.10640000000,,,89.15000,,,,1.192000,1.152000,6096.00,339.60500000,2023
"Kepler-176 b","Kepler-176",5.43307400000,0.0580000000,,,,0.12800000,,,0.891000,5232.00,527.32100000,2014
"Kepler-177 b","Kepler-177",36.86010000000,,0.000000,,0.01837460,0.31224909,,0.921000,1.324000,5732.00,1435.44000000,2013
"TOI-4582 b","TOI-4582",31.03400000000,,0.510000,,0.53000000,0.94000000,,1.340000,2.500000,5190.00,383.84600000,2023
"Kepler-178 d","Kepler-178",96.67898800000,0.3970000000,,,,0.35200000,,,1.066000,5676.00,716.02500000,2014
"TOI-4600 b","TOI-4600",82.68690000000,0.3490000000,0.250000,89.76000,3.02000000,0.60700000,347.00,0.890000,0.810000,5170.00,216.05600000,2023
"TOI-4602.01","TOI-4602",3.98120910000,0.0509971200,,,,0.22728928,1380.27,1.116795,1.156640,6011.90,63.06370000,2024
"TOI-4603 b","TOI-4603",7.24599000000,0.0888000000,0.325000,80.21000,12.89000000,1.04200000,1677.00,1.765000,2.738000,6264.00,225.64300000,2023
"Kepler-181 b","Kepler-181",3.13787300000,0.0400000000,,,,0.11300000,,,0.749000,5333.00,609.28300000,2014
"TOI-4633 c","TOI-4633",271.94450000000,0.8470000000,0.117000,89.88800,0.38700128,0.28548537,,1.100000,1.050000,5800.00,95.20160000,2024
"TOI-4638.01","TOI-4638",10.28391878700,0.0930130000,,,,0.26166518,,1.020000,0.895000,5700.00,168.24800000,2024
"TOI-4641 b","TOI-4641",22.09341000000,0.1730000000,0.074000,87.90000,3.87000000,0.73000000,,1.410000,1.720000,6560.00,86.35010000,2023
"Kepler-183 b","Kepler-183",5.68794500000,0.0640000000,,,,0.18400000,,,0.958000,5888.00,1050.64000000,2014
"Kepler-598 c","Kepler-598",86.49450000000,,,,,0.26980189,,0.900000,0.900316,5245.00,681.08600000,2020
"Kepler-193 c","Kepler-193",50.69749400000,0.2860000000,,,,0.24500000,,,1.147000,6335.00,1009.10000000,2014
"TOI-4666 b","TOI-4666",2.90891650000,0.0340000000,0.023000,89.79000,0.48900000,1.11800000,695.00,0.576000,0.585000,3793.00,154.74900000,2025
"WASP-116 b","WASP-116",6.61320000000,0.0650000000,0.000000,89.57000,0.64000000,1.22000000,1414.00,1.250000,1.426000,6250.00,559.24300000,2025
"Kepler-464 b","Kepler-464",7.25696522400,,,,,0.29440628,,1.210000,1.590000,5933.00,667.60400000,2016
"Kepler-194 b","Kepler-194",2.09228100000,0.0320000000,,,,0.13500000,,,1.025000,6089.00,1097.97000000,2014
"Kepler-199 c","Kepler-199",67.09340800000,0.3160000000,,,,0.29000000,,,0.967000,5644.00,521.05400000,2014
"Kepler-207 b","Kepler-207",1.61186500000,0.0290000000,,,,0.14000000,,,1.588000,5920.00,875.51900000,2014
"Kepler-647 b","Kepler-647",16.22546490000,,,,,0.10438041,,1.030000,1.070000,6020.00,1087.87000000,2016
"Kepler-214 b","Kepler-214",15.66054400000,0.1300000000,,,,0.23300000,,,1.352000,6169.00,1208.44000000,2014
"Kepler-218 b","Kepler-218",3.61933700000,0.0460000000,,,,0.13200000,,,1.063000,5502.00,656.38000000,2014
"Kepler-219 c","Kepler-219",22.71461300000,0.1650000000,,,,0.31900000,,,1.491000,5786.00,787.07000000,2014
"TOI-4734 b","TOI-4734",6.23563300000,0.0740000000,0.120000,89.20000,0.19400000,0.97400000,1468.00,1.391000,1.857000,6070.00,563.06800000,2025
"Kepler-223 c","Kepler-223",9.84564000000,,0.150000,90.00000,0.01604631,0.30689624,,1.125000,1.720000,,1859.71000000,2014
"Kepler-224 d","Kepler-224",11.34939300000,0.0890000000,,,,0.20500000,,,0.676000,5018.00,782.08800000,2014
"Kepler-225 b","Kepler-225",6.73897500000,0.0560000000,,,,0.10700000,,,0.480000,3682.00,561.10100000,2014
"Kepler-124 c","Kepler-124",13.82137500000,0.1000000000,,,,0.15600000,,,0.636000,4984.00,420.04600000,2014
"Kepler-226 b","Kepler-226",3.94099700000,0.0470000000,,,,0.13800000,,,0.802000,5571.00,980.13800000,2014
"TOI-4773 b","TOI-4773",1.74528510000,0.0321600000,0.024000,78.64000,5.31000000,1.35800000,2255.00,1.452000,1.550000,6740.00,492.88800000,2025
"Kepler-227 c","Kepler-227",54.41869400000,0.2900000000,,,,0.27100000,,,1.091000,5854.00,1083.06000000,2014
"TOI-4791 b","TOI-4791",4.28088000000,0.0555000000,0.000000,85.55000,2.31000000,1.11000000,1472.00,1.242000,1.409000,6058.00,328.80200000,2023
"Kepler-232 c","Kepler-232",11.37934900000,0.1010000000,,,,0.34200000,,,0.968000,5847.00,1349.13000000,2014
"TOI-4794 b","TOI-4794",3.56581160000,0.0492000000,0.100000,88.60000,0.97000000,1.28100000,1673.00,1.250000,1.451000,6390.00,543.00800000,2025
"Kepler-235 d","Kepler-235",20.06054800000,0.1220000000,,,,0.18300000,,,0.554000,4255.00,428.01800000,2014
"Kepler-53 d","Kepler-53",9.75196200000,0.0910000000,,,,0.18900000,,,0.958000,6085.00,1366.07000000,2014
"Kepler-238 d","Kepler-238",13.23354900000,0.1150000000,,,,0.27400000,,,1.430000,5751.00,1798.75000000,2014
"Kepler-240 b","Kepler-240",4.14449500000,0.0480000000,,,,0.12200000,,,0.739000,4985.00,746.92700000,2014
"Kepler-241 c","Kepler-241",36.06597800000,0.1890000000,,,,0.22900000,,,0.668000,4699.00,,2014
"Kepler-242 c","Kepler-242",14.49648100000,0.1090000000,,,,0.17800000,,,0.850000,5020.00,600.24100000,2014
"TOI-4860 b","TOI-4860",1.52275910000,0.0180800000,0.008000,88.50000,0.27300000,0.77000000,694.00,0.340000,0.358000,3260.00,80.14230000,2023
"NGTS-30 b","NGTS-30",98.29838000000,0.4080000000,0.294000,89.48300,0.96000000,0.92800000,500.00,0.940000,0.913000,5455.00,238.37700000,2024
"Kepler-244 d","Kepler-244",20.05040100000,0.1400000000,,,,0.20600000,,,0.803000,5554.00,1036.49000000,2014
"Kepler-68 b","Kepler-68",5.39875259000,0.0613500000,0.090000,87.23000,0.02526521,0.21027782,1275.00,1.057000,1.256400,5847.00,144.16600000,2013
"Kepler-249 b","Kepler-249",3.30653900000,0.0350000000,,,,0.09700000,,,0.482000,3568.00,190.40100000,2014
"Kepler-254 c","Kepler-254",12.41218300000,0.1050000000,,,,0.19200000,,,0.910000,5957.00,1389.48000000,2014
"Kepler-31 c","Kepler-31",42.63180000000,0.2600000000,,,4.70000000,0.47300000,,1.210000,1.220000,6340.00,1664.64000000,2011
"Kepler-255 d","Kepler-255",1.04562265800,,,,,0.11776251,,0.900000,0.860000,5431.00,1052.53000000,2016
"Kepler-1666 c","Kepler-1666",40.71570000000,,,,,0.28866513,,1.230000,1.145860,6293.00,1379.37000000,2020
"TOI-4914 b","TOI-4914",10.60057000000,0.0980000000,0.408000,86.35000,0.71422187,1.14818647,894.00,1.030000,1.000000,5805.00,299.89000000,2024
"Kepler-42 c","Kepler-42",0.45328509000,0.0060000000,,,,0.06500000,720.00,0.130000,0.170000,3068.00,40.05950000,2011
"Kepler-750 c","Kepler-750",4.08899022000,,,,,0.14452672,,1.150000,1.230000,6160.00,1296.02000000,2016
"TOI-4940 b","TOI-4940",25.86781100000,0.1650000000,,88.47000,0.28002532,0.58970572,643.00,1.012000,1.163000,5504.00,345.65900000,2025
"Kepler-758 c","Kepler-758",4.75793986000,,,,,0.15077170,,1.160000,1.420000,6228.00,1502.32000000,2016
"Kepler-760 c","Kepler-760",2.46697439000,,,,,0.13203676,,0.890000,0.850000,5322.00,792.33600000,2016
"TOI-4961 b","TOI-4961",7.47918200000,0.0726000000,0.182000,88.11000,1.80000000,1.10100000,919.00,0.912000,0.912000,5380.00,213.07300000,2025
"Kepler-24 b","Kepler-24",8.14000000000,,0.023000,,0.03505036,0.20947489,,1.060000,1.099000,6028.00,1156.81000000,2011
"Kepler-15 b","Kepler-15",4.94278200000,0.0571400000,0.060000,87.44000,0.66000000,0.96000000,,1.018000,0.992000,5515.00,739.41200000,2011
"Kepler-268 c","Kepler-268",83.44639300000,0.3910000000,,,,0.30200000,,,1.274000,6081.00,851.87000000,2014
"Kepler-271 c","Kepler-271",7.41086267000,,,,,0.08475332,,0.900000,0.870000,5555.00,404.54200000,2014
"BD-14 3065 b","BD-14 3065 A",4.28897310000,0.0656000000,0.066000,80.78000,12.37000000,1.92600000,2001.00,1.410000,2.350000,6935.00,589.42300000,2024
"TOI-4994 b","TOI-4994",21.49198400000,0.1515000000,0.319000,89.56000,0.28000000,0.76200000,717.60,1.005000,1.055000,5640.00,329.30400000,2024
"Kepler-273 c","Kepler-273",8.01492700000,0.0730000000,,,,0.17700000,,,0.815000,5626.00,713.96400000,2014
"Kepler-171 c","Kepler-171",11.46346200000,0.0980000000,,,,0.22800000,,,0.839000,5642.00,863.85500000,2014
"TOI-5005 b","TOI-5005",6.30850440000,0.0661400000,,89.53000,0.10300000,0.55800000,1040.00,0.970000,0.930000,5749.00,207.89100000,2024
"TOI-5007 b","TOI-5007",2.54337100000,0.0307000000,0.074000,84.86000,0.66400000,0.98800000,774.00,0.632000,0.656000,3793.00,203.35200000,2026
"Kepler-732 c","Kepler-732",0.89304123600,,,,,0.11330181,,0.490000,0.460000,3631.00,174.82600000,2016
"Kepler-80 e","Kepler-80",4.64489000000,0.0491000000,,88.79000,0.01299437,0.14274244,,0.730000,0.678000,4540.00,369.45100000,2014
"TOI-5027 b","TOI-5027",10.24368000000,0.0930000000,0.385000,88.18000,2.02000000,0.96000000,1056.00,1.020000,0.920000,5909.00,204.42900000,2025
"Kepler-238 b","Kepler-238",2.09087600000,0.0340000000,,,,0.15400000,,,1.430000,5751.00,1798.75000000,2014
"Kepler-82 d","Kepler-82",2.38296100000,0.0340000000,,,,0.15800000,,,0.945000,5428.00,904.32600000,2014
"Kepler-33 c","Kepler-33",13.17562000000,0.1189000000,0.000000,88.19000,,0.28500000,,1.291000,1.820000,5904.00,1209.16000000,2011
"Kepler-32 e","Kepler-32",2.89600000000,0.0330000000,,,,0.13382104,,0.580000,0.530000,3900.00,323.84700000,2012
"TOI-5076 b","TOI-5076",23.44316200000,0.1481000000,0.000000,89.84000,0.05080000,0.31130000,550.00,0.789000,0.844000,4780.00,82.85700000,2024
"TOI-5082.01","TOI-5082",4.24012200000,0.0512048420,,,,0.22708083,1164.91,0.996650,0.930000,5670.00,43.14060000,2024
"Kepler-223 b","Kepler-223",7.38449000000,,0.078000,90.00000,0.02328289,0.26674993,,1.125000,1.720000,,1859.71000000,2014
"Kepler-107 d","Kepler-107",7.95839000000,0.0837700000,0.110000,87.55000,0.02422691,0.07672419,1173.00,1.238000,1.447000,5854.00,525.99700000,2014
"TOI-5108 b","TOI-5108",6.75358100000,0.0730000000,,85.91000,0.10068326,0.58881358,1180.00,1.100000,1.290000,5808.00,130.91900000,2025
"TOI-5110 b","TOI-5110",30.15857700000,0.2157000000,0.745000,85.20000,2.90000000,1.06900000,976.00,1.469000,2.333000,6160.00,392.25900000,2024
"Kepler-80 f","Kepler-80",0.98678730000,0.0175000000,,86.50000,,0.10794897,,0.730000,0.678000,4540.00,369.45100000,2016
"TOI-5126 b","TOI-5126",5.45883850000,0.0651900000,0.000000,88.79000,,0.42287520,1442.00,1.240000,1.241000,6150.00,160.41400000,2023
"TOI-5126 c","TOI-5126",17.89990000000,0.1439000000,0.000000,89.23000,,0.34436673,971.00,1.240000,1.241000,6150.00,160.41400000,2023
"Kepler-297 d","Kepler-297",150.01895110000,0.5230000000,0.000000,89.40000,,2.90838220,325.00,0.846000,0.897000,5618.00,692.14000000,2023
"TOI-5143 c","TOI-5143",5.20971180000,0.0560200000,,86.02000,,1.45000000,,0.864000,0.852000,5183.00,181.38000000,2025
"Kepler-65 d","Kepler-65",8.13123000000,0.0840000000,,,,0.13600000,,1.250000,1.410000,6211.00,303.72800000,2012
"TOI-5174 b","TOI-5174",12.21428600000,,,,,0.47738507,,1.000000,1.094570,5643.77,197.24300000,2022
"Kepler-23 b","Kepler-23",7.10000000000,,0.017000,,0.00805466,0.14613282,,1.078000,1.548000,5828.00,835.75600000,2011
"TOI-5181 A b","TOI-5181 A",3.89222950000,0.0522000000,0.150000,83.68000,1.04000000,1.19100000,1585.00,1.250000,1.530000,6060.00,480.15500000,2025
"Kepler-26 d","Kepler-26",3.54391900000,0.0390000000,,,,0.09500000,,,0.571000,4486.00,335.30700000,2014
"WASP-188 b","WASP-188",5.74891600000,0.0720000000,0.000000,85.88000,1.44300000,1.32200000,1666.00,1.500000,1.830000,6850.00,675.28100000,2025
"Kepler-148 b","Kepler-148",1.72936600000,0.0280000000,,,,0.16100000,,,0.851000,5272.00,791.16300000,2014
"TOI-5205 b","TOI-5205",1.63075700000,0.0199000000,0.020000,88.21000,1.08000000,1.03000000,737.00,0.392000,0.394000,3430.00,86.44930000,2023
"Kepler-150 e","Kepler-150",30.82655700000,0.1890000000,,,,0.27800000,,,0.939000,5560.00,891.09200000,2014
"TOI-5210 b","TOI-5210",4.56610610000,0.0557000000,0.066000,88.59000,0.25800000,0.95700000,1286.00,1.105000,1.209000,5723.00,302.08600000,2025
"TOI-5218 b","TOI-5218",4.29145200000,0.0469000000,0.000000,88.41000,2.06715317,0.87900000,783.00,0.739000,0.708000,4230.00,377.48300000,2024
"Kepler-167 c","Kepler-167",7.40610600000,0.0684000000,0.000000,88.48000,,0.14934453,771.00,0.777000,0.749000,4884.00,341.90800000,2014
"Kepler-426 b","Kepler-426",3.21751883000,0.0414000000,0.180000,85.74000,0.34000000,1.09000000,1300.00,0.910000,0.920000,5725.00,843.69500000,2014
"Kepler-80 d","Kepler-80",3.07222000000,0.0372000000,,88.35000,0.02123777,0.13649746,,0.730000,0.678000,4540.00,369.45100000,2014
"TOI-5232 b","TOI-5232",4.09666920000,0.0559300000,0.035000,88.30000,2.34000000,1.14000000,1772.00,1.389000,1.785000,6500.00,609.38800000,2024
"TOI-5238 b","TOI-5238",4.87217100000,,,,,0.46569801,,1.000000,1.022830,5631.00,290.64600000,2022
"Kepler-176 d","Kepler-176",25.75197400000,0.1630000000,,,,0.22400000,,,0.891000,5232.00,527.32100000,2014
"Kepler-178 c","Kepler-178",20.55280200000,0.1420000000,,,,0.25700000,,,1.066000,5676.00,716.02500000,2014
"Kepler-186 b","Kepler-186",3.88679070000,0.0343000000,,,,0.09500000,,0.478000,0.472000,3788.00,177.59400000,2014
"TOI-5261 b","TOI-5261",4.15097680000,0.0513400000,0.158500,86.07000,11.49000000,1.03500000,1244.00,1.037000,1.021000,5790.00,377.05400000,2025
"Kepler-207 c","Kepler-207",3.07157100000,0.0440000000,,,,0.13400000,,,1.588000,5920.00,875.51900000,2014
"Kepler-62 e","Kepler-62",122.38740000000,0.4270000000,,89.98000,0.11300000,0.14400000,270.00,0.690000,0.640000,4925.00,300.87400000,2013
"WASP-154 b","WASP-154",3.81167800000,0.0440000000,0.000000,88.46000,0.62600000,0.96000000,994.00,0.800000,0.823000,4774.00,215.50100000,2025
"Kepler-33 e","Kepler-33",31.78440000000,0.2138000000,0.000000,88.94000,,0.35900000,,1.291000,1.820000,5904.00,1209.16000000,2011
"TOI-5292 A b","TOI-5292 A",2.02191000000,0.0279000000,0.034000,88.87000,1.29900000,1.12800000,809.00,0.596000,0.611000,3919.00,337.09500000,2026
"TOI-5293 A b","TOI-5293 A",2.93028900000,0.0340000000,0.380000,88.80000,0.54000000,1.06000000,675.00,0.540000,0.520000,3586.00,162.22900000,2023
"Kepler-218 d","Kepler-218",124.52446470000,,,,,0.23730931,,1.010000,1.020000,5542.00,656.38000000,2016
"TOI-5300 b","TOI-5300",2.26219600000,0.0295000000,0.000000,89.20000,0.60000000,0.88000000,1043.00,0.670000,0.650000,4610.00,162.51000000,2025
"TOI-5301 b","TOI-5301",5.85885800000,0.0730000000,0.330000,83.30000,3.72000000,1.16800000,1648.00,1.483000,2.190000,6240.00,629.16100000,2024
"Kepler-219 d","Kepler-219",47.90364500000,0.2720000000,,,,0.25100000,,,1.491000,5786.00,787.07000000,2014
"Kepler-223 e","Kepler-223",19.72567000000,,0.051000,88.00000,0.01510241,0.41038451,,1.125000,1.720000,,1859.71000000,2014
"TOI-5319 b","TOI-5319",4.07853000000,0.0506000000,,89.25000,,0.25247612,695.00,0.500000,0.485000,3580.00,61.17100000,2024
"TOI-5322 b","TOI-5322",5.42332070000,0.0604000000,0.055000,89.19000,0.57900000,1.48200000,1350.00,0.998000,1.462000,5692.00,476.89900000,2025
"Kepler-224 b","Kepler-224",3.13292400000,0.0380000000,,,,0.12400000,,,0.676000,5018.00,782.08800000,2014
"Kepler-228 b","Kepler-228",2.56654600000,0.0380000000,,,,0.13600000,,,1.014000,6043.00,1644.61000000,2014
"TOI-5340 b","TOI-5340",4.93943920000,0.0628000000,0.130000,86.17000,0.85000000,1.34500000,1566.00,1.350000,1.842000,5990.00,532.62900000,2025
"TOI-5344 b","TOI-5344",3.79262200000,0.0404100000,0.054000,87.15000,0.41200000,0.94600000,689.00,0.612000,0.588000,3747.00,138.36700000,2023
"Kepler-235 e","Kepler-235",46.18366900000,0.2130000000,,,,0.19800000,,,0.554000,4255.00,428.01800000,2014
"TOI-5349 b","TOI-5349",3.31792100000,0.0369000000,0.030000,87.90000,0.40000000,0.91000000,719.00,0.610000,0.580000,3751.00,188.33600000,2026
"TOI-5350 b","TOI-5350",7.58136700000,0.0796000000,0.016500,89.04000,6.59000000,1.10800000,1195.00,1.167000,1.263000,6220.00,277.41900000,2025
"Kepler-53 c","Kepler-53",38.55830380000,,,,0.11326867,0.28300000,,0.980000,0.890000,5858.00,1366.07000000,2012
"Kepler-238 c","Kepler-238",6.15555700000,0.0690000000,,,,0.21300000,,,1.430000,5751.00,1798.75000000,2014
"Kepler-244 c","Kepler-244",9.76729200000,0.0870000000,,,,0.18300000,,,0.803000,5554.00,1036.49000000,2014
"WASP-197 b","WASP-197",5.16722800000,0.0650000000,0.000000,86.29000,1.26900000,1.28900000,1665.00,1.360000,2.112000,6050.00,483.67500000,2025
"TOI-5386 A b","TOI-5386 A",3.62156552000,0.0485600000,0.072000,83.95100,0.48800000,1.31200000,1488.00,1.165000,1.245000,6094.00,394.48600000,2025
"TOI-5388.01","TOI-5388",2.59467480000,,,88.80000,0.00692197,0.08832204,488.00,0.292000,0.300000,3440.00,18.52260000,2024
"Kepler-82 e","Kepler-82",5.90220600000,0.0630000000,,,,0.22000000,,,0.945000,5428.00,904.32600000,2014
"TOI-5398 b","TOI-5398",10.59054700000,0.0980000000,0.130000,89.21000,0.18469085,0.91890603,947.00,1.146000,1.051000,6000.00,130.85500000,2022
"TOI-5398 c","TOI-5398",4.77271000000,0.0570000000,0.140000,88.40000,0.03712695,0.31403391,1242.00,1.146000,1.051000,6000.00,130.85500000,2023
"Kepler-247 b","Kepler-247",3.33616000000,0.0420000000,,,,0.14600000,,,0.768000,5100.00,663.71100000,2014
"Kepler-83 c","Kepler-83",20.09000000000,,,,,0.21100000,,0.660000,0.610000,,400.40900000,2012
